0.485353 0.758998
0.897441 0.902991
0.210197 0.476091
0.418244 0.491766
0.328895 0.094285
0.376896 0.760222
0.142770 0.686238
0.042906 0.682430
0.330724 0.157151
0.698148 0.193193
0.779233 0.765095
0.965534 0.531276
0.695727 0.571094
0.930007 0.336480
0.729892 0.470690
0.398607 0.781754
0.334984 0.643032
0.439215 0.931308
0.653968 0.971700
0.490636 0.826437
0.787712 0.259018
0.330423 0.670590
0.817448 0.141918
0.783409 0.640816
0.723432 0.977991
0.290086 0.244984
0.010236 0.962166
0.520219 0.446384
0.369914 0.903594
0.545567 0.213634
0.956661 0.016871
0.047961 0.789518
0.574811 0.605632
0.528089 0.613593
0.050678 0.620363
0.511202 0.327498
0.617378 0.562711
0.616485 0.918749
0.243919 0.712394
0.533474 0.894696
0.982237 0.601172
0.162332 0.287475
0.013367 0.663088
0.100597 0.542061
0.004101 0.840228
0.458319 0.030371
0.222383 0.019104
0.881299 0.094301
0.469673 0.722798
0.070938 0.866060
0.334721 0.798719
0.810013 0.946202
0.837089 0.883191
0.990837 0.413641
0.484213 0.078252
0.196063 0.716225
0.140586 0.487980
0.410638 0.905594
0.592412 0.634224
0.612629 0.412169
0.607492 0.879639
0.023146 0.235494
0.836334 0.951822
0.565485 0.467684
0.655928 0.809231
0.410810 0.951286
0.037468 0.410190
0.557645 0.354674
0.437847 0.021131
0.843604 0.166726
0.192361 0.673335
0.141348 0.204684
0.098841 0.859254
0.165664 0.096159
0.498149 0.942998
0.938764 0.534518
0.305494 0.750401
0.704008 0.447124
0.827510 0.298920
0.702876 0.339779
0.833166 0.635390
0.224258 0.503473
0.091319 0.656990
0.384334 0.061047
0.512340 0.916706
0.210503 0.300055
0.425243 0.763535
0.787808 0.800460
0.668326 0.725319
0.459200 0.410776
0.638748 0.457469
0.795818 0.957906
0.021043 0.930333
0.109834 0.844844
0.027418 0.801753
0.382054 0.095561
0.091645 0.423648
0.971086 0.729601
0.250695 0.678326
0.462590 0.962595
0.503997 0.613896
0.255581 0.472041
0.486667 0.220167
0.397064 0.303556
0.347138 0.017971
0.327655 0.713031
0.976373 0.906313
0.663188 0.477654
0.070679 0.174975
0.927847 0.036073
0.037960 0.177319
