0.149396 0.225102
0.206216 0.082265
0.313183 0.189046
0.695228 0.313593
0.537536 0.214177
0.461796 0.150767
0.766496 0.064777
0.869834 0.734076
0.688671 0.094464
0.672779 0.905146
0.879980 0.865868
0.887156 0.392721
0.623020 0.882035
0.218827 0.336732
0.130987 0.893217
0.949941 0.809022
0.464760 0.733657
0.194304 0.873661
0.379855 0.186588
0.098990 0.137530
0.197479 0.484588
0.978736 0.818528
0.355007 0.210122
0.647129 0.692660
0.280452 0.800021
0.169129 0.430219
0.610320 0.988944
0.313539 0.817627
0.329201 0.667803
0.630741 0.752122
0.147111 0.021252
0.530845 0.629178
0.161180 0.524487
0.506114 0.036593
0.035918 0.574641
0.161323 0.966638
0.265834 0.716067
0.378716 0.627575
0.121607 0.241050
0.415529 0.060937
0.964769 0.743042
0.790854 0.124583
0.272020 0.323430
0.732497 0.037836
0.473967 0.115050
0.122528 0.038877
0.175023 0.006143
0.435307 0.491779
0.263001 0.005796
0.411483 0.255973
0.964138 0.001377
0.730401 0.606595
0.553334 0.755465
0.566956 0.094872
0.511276 0.995193
0.890106 0.090507
0.742266 0.724126
0.533399 0.030945
0.737265 0.213109
0.299217 0.449624
0.575628 0.737691
0.387852 0.557696
0.368592 0.256991
0.645996 0.339624
0.804797 0.295998
0.642456 0.972691
0.834801 0.345788
0.969088 0.239259
0.770311 0.949437
0.789508 0.349129
0.314006 0.640788
0.609072 0.638779
0.373094 0.528766
0.091020 0.780333
0.751068 0.420158
0.158593 0.343169
0.961935 0.711743
0.629936 0.159889
0.917620 0.081321
0.888084 0.598802
0.866204 0.562939
0.833884 0.113499
0.453871 0.527597
0.466341 0.329587
0.715833 0.862573
0.296236 0.009078
0.076987 0.727977
0.843048 0.891055
0.123234 0.766521
0.278022 0.032086
0.902312 0.316832
0.729824 0.246472
0.286109 0.296552
0.510111 0.941428
0.685935 0.854000
0.624281 0.539761
0.805180 0.583238
0.942999 0.389406
0.332496 0.294664
0.385977 0.458953
0.261456 0.117771
0.832161 0.991033
0.078353 0.194715
0.506269 0.391109
0.378641 0.881531
0.317304 0.716567
0.997172 0.605441
0.575161 0.289159
0.760636 0.597455
0.078582 0.336049
0.719117 0.177936
0.967894 0.939930
0.935252 0.267412
0.696876 0.821679
0.487185 0.169816
0.157325 0.663205
0.973479 0.612730
0.564260 0.558601
0.234034 0.861866
0.554795 0.899737
0.741863 0.133154
0.435584 0.140329
