0.543195 0.393107
0.119409 0.320683
0.633026 0.871193
0.166978 0.237433
0.770420 0.265006
0.347066 0.985278
0.280481 0.317567
0.205650 0.846688
0.820739 0.295749
0.836622 0.082273
0.278241 0.025188
0.721257 0.454307
0.578392 0.851845
0.306347 0.393524
0.963279 0.707037
0.705781 0.312336
0.673445 0.930848
0.845752 0.155961
0.743378 0.230844
0.299297 0.278877
0.921267 0.080874
0.603789 0.934814
0.314236 0.240329
0.633853 0.802373
0.113841 0.355463
0.924936 0.251080
0.634578 0.346754
0.889198 0.351117
0.709507 0.649274
0.516353 0.802229
0.805729 0.627595
0.045795 0.811018
0.708494 0.009882
0.872095 0.842226
0.753859 0.179386
0.339426 0.817190
0.881357 0.081158
0.146057 0.220404
0.593343 0.766821
0.748435 0.887308
0.981460 0.084004
0.131753 0.623059
0.719883 0.024996
0.136314 0.162473
0.098544 0.839372
0.926871 0.985981
0.326185 0.338138
0.029374 0.440459
0.673954 0.738656
0.139117 0.503787
0.205015 0.069975
0.351155 0.119706
0.157924 0.790138
0.568652 0.775458
0.940842 0.601494
0.614482 0.122012
0.773063 0.975178
0.648240 0.885297
0.049367 0.434927
0.756871 0.375716
0.079095 0.920435
0.474423 0.258865
0.315951 0.376659
0.544917 0.659634
0.169072 0.697911
0.139015 0.872330
0.518660 0.762052
0.129014 0.284031
0.228564 0.761159
0.101922 0.991154
0.423518 0.008599
0.886827 0.869921
0.528140 0.104352
0.126956 0.344083
0.101710 0.081342
0.441983 0.952700
0.818824 0.928476
0.638443 0.591386
0.452569 0.750359
0.150320 0.426270
0.540205 0.983600
0.183556 0.741421
0.899974 0.550067
0.342190 0.387892
0.530515 0.622137
0.682999 0.805549
0.975000 0.492779
0.912767 0.301876
0.498937 0.203234
0.545267 0.464941
0.561521 0.728013
0.410653 0.780168
0.863292 0.082926
0.341148 0.509420
0.793301 0.938393
0.225720 0.699411
0.823343 0.516432
0.506939 0.778747
0.180724 0.866473
0.603135 0.349634
0.053391 0.419614
0.410709 0.094066
0.942692 0.609304
0.643841 0.626098
0.319690 0.616006
0.822040 0.684324
0.441310 0.879091
0.647604 0.225715
0.058349 0.314892
0.331305 0.634828
0.869812 0.058126
0.864432 0.391065
0.779700 0.166842
0.080640 0.129416
0.080830 0.604501
0.675498 0.837912
0.716663 0.253286
0.366179 0.348033
0.239123 0.682033
0.973923 0.460094
0.398022 0.967268
0.935719 0.020215
0.342416 0.036467
0.619321 0.234316
0.603646 0.485798
0.790705 0.734576
0.248086 0.980930
0.096379 0.891830
0.596034 0.349949
0.245094 0.748922
0.393023 0.769594
0.335956 0.897183
0.583676 0.911075
0.515986 0.735118
0.389442 0.592636
0.409934 0.449577
0.388052 0.617410
0.373297 0.635691
0.361494 0.079213
0.474687 0.580240
0.505515 0.410848
0.349637 0.156624
0.070915 0.170421
0.570539 0.382472
0.609871 0.106663
0.562521 0.984200
0.317607 0.368984
0.387455 0.002796
0.788492 0.857027
0.064658 0.983938
0.511065 0.347970
0.188174 0.303483
0.102640 0.241106
0.402469 0.092884
0.156974 0.943644
0.271122 0.294535
0.865006 0.372849
0.208488 0.989019
0.994656 0.758287
0.277977 0.433346
0.710944 0.544631
0.882406 0.411385
0.154584 0.597513
0.824359 0.839625
0.833799 0.025777
0.179558 0.851266
0.364372 0.285786
0.975896 0.264904
0.329321 0.297192
0.759998 0.677277
0.016146 0.496399
0.551174 0.052320
0.256674 0.777667
0.708897 0.049676
0.730615 0.648718
0.737638 0.269286
0.258755 0.032009
0.715117 0.419642
0.863724 0.585690
0.733157 0.262731
0.551257 0.685970
0.697854 0.911319
0.672788 0.662846
0.428793 0.512333
0.385915 0.945936
0.446950 0.221193
0.323951 0.909905
0.727095 0.198843
0.209606 0.862706
0.047374 0.912179
0.616982 0.425238
0.507232 0.975386
0.084825 0.503108
0.102365 0.717170
0.856494 0.983490
0.911590 0.076314
0.766450 0.742478
0.786891 0.980866
0.158014 0.156836
0.684651 0.121699
0.604108 0.995418
0.439498 0.300006
0.776707 0.928875
0.992771 0.344714
0.903621 0.965805
0.241230 0.208436
0.685363 0.526057
0.233465 0.268551
0.410844 0.552898
0.740925 0.824956
0.136082 0.223282
0.561037 0.486435
0.151757 0.692581
0.099210 0.849256
0.104535 0.723532
0.468661 0.018399
0.225680 0.631342
0.180381 0.672568
0.795703 0.292809
0.658677 0.620957
0.659192 0.822230
0.651595 0.835584
0.284313 0.088797
0.762432 0.680794
0.321662 0.722101
0.020811 0.437576
0.648324 0.585781
0.355334 0.988678
0.094864 0.856487
0.387268 0.757930
0.268711 0.566918
0.711112 0.553986
0.109820 0.154145
0.214983 0.549282
0.842907 0.919033
0.816085 0.547145
0.298993 0.816326
0.473246 0.065153
0.776843 0.951818
0.633709 0.375264
0.446942 0.005120
0.359295 0.720153
0.569872 0.452074
0.968905 0.603315
0.971302 0.522966
0.704417 0.791411
0.159601 0.974885
0.688411 0.995588
0.548002 0.656741
0.978151 0.758166
0.695389 0.640926
0.434962 0.927191
0.082615 0.521721
0.251889 0.850389
0.586965 0.585500
0.852313 0.965491
0.328043 0.958755
0.844755 0.654109
0.295744 0.912931
0.563618 0.925981
0.340911 0.531694
